rayon,l_all_inv,f_all_inv,f_nonextr_inv,l_nonextr_inv,oblast,year,employment,agriculture,production,retail,ppi
Abay,,,,,Shymkent-city,2014,,,,,
Abay,,,,,Shymkent-city,2015,,,,,
Abay,,,,,Shymkent-city,2016,,,,,
Abay,,,,,Shymkent-city,2017,,8950.9,62475.8,92642.9,
Abay,,,,,Shymkent-city,2018,98.8,8929.9,65812.2,102466.1,110.3
Abay,,,,,Shymkent-city,2019,103.0,11899.8,81365.0,149997.4,102.6
Abay,52845300.0,1839874.0,1778842.0,33210392.0,Shymkent-city,2020,102.7,12799.5,82024.0,158474.0,105.2
Abay,85849484.0,7438504.0,7438504.0,54808163.0,Shymkent-city,2021,104.1,15485.4,99039.4,188600.5,115.9
Abay,92594589.0,9001322.0,9001322.0,70565782.0,Shymkent-city,2022,118.6,15259.0,128292.2,230193.4,103.2
Abay,183358677.0,7446606.0,7446606.0,158356204.0,Shymkent-city,2023,122.5,18235.4,80890.0,274594.1,105.0
Abay,228255557.0,21466031.0,21466031.0,172558643.0,Shymkent-city,2024,,,,,
Al-Farabi,,,,,Shymkent-city,2014,,,,,
Al-Farabi,,,,,Shymkent-city,2015,,,,,
Al-Farabi,,,,,Shymkent-city,2016,,,,,
Al-Farabi,,,,,Shymkent-city,2017,,946.9,81903.9,129281.7,
Al-Farabi,,,,,Shymkent-city,2018,73.6,1461.6,82337.2,151051.2,110.3
Al-Farabi,,,,,Shymkent-city,2019,85.3,1383.4,84283.8,141013.5,102.6
Al-Farabi,21259575.0,5216243.0,5216243.0,14793294.0,Shymkent-city,2020,83.9,2096.5,116446.0,146275.5,105.2
Al-Farabi,65539007.0,5373116.0,,,Shymkent-city,2021,85.1,2536.4,134337.2,177990.7,115.9
Al-Farabi,88601724.0,4204018.0,4204018.0,73571354.0,Shymkent-city,2022,79.9,2499.3,152011.6,232109.6,103.2
Al-Farabi,54877060.0,11935455.0,11935455.0,42692836.0,Shymkent-city,2023,79.6,2986.8,130283.3,273263.7,105.0
Al-Farabi,66548779.0,15603392.0,7858733.0,50758424.0,Shymkent-city,2024,,,,,
Enbekshi,,,,,Shymkent-city,2014,,,,,
Enbekshi,,,,,Shymkent-city,2015,,,,,
Enbekshi,,,,,Shymkent-city,2016,,,,,
Enbekshi,,,,,Shymkent-city,2017,,4718.0,213681.9,65349.1,
Enbekshi,,,,,Shymkent-city,2018,123.0,6082.0,272184.7,71178.8,110.3
Enbekshi,,,,,Shymkent-city,2019,127.3,6399.3,322838.4,91937.8,102.6
Enbekshi,36718167.0,5702964.0,5702734.0,30886929.0,Shymkent-city,2020,127.7,8716.9,360711.0,130994.2,105.2
Enbekshi,115191941.0,12161715.0,12161145.0,103341760.0,Shymkent-city,2021,128.0,10546.0,450238.3,130488.8,115.9
Enbekshi,106910209.0,4246338.0,3996338.0,90457533.0,Shymkent-city,2022,104.0,10391.8,542328.9,171945.4,103.2
Enbekshi,82780458.0,8695525.0,8695525.0,69359916.0,Shymkent-city,2023,106.5,12418.8,658681.8,226717.3,105.0
Enbekshi,95071936.0,6155085.0,6155085.0,77437949.0,Shymkent-city,2024,,,,,
Qaratau,,,,,Shymkent-city,2014,,,,,
Qaratau,,,,,Shymkent-city,2015,,,,,
Qaratau,,,,,Shymkent-city,2016,,,,,
Qaratau,,,,,Shymkent-city,2017,,10019.9,53722.5,22108.0,
Qaratau,,,,,Shymkent-city,2018,90.0,9214.5,71858.9,35343.7,110.3
Qaratau,,,,,Shymkent-city,2019,94.2,9773.0,85069.8,49769.2,102.6
Qaratau,154788011.0,137149.0,137149.0,73698680.0,Shymkent-city,2020,96.0,13167.2,111349.0,60170.7,105.2
Qaratau,169176115.0,1323066.0,1323066.0,104570126.0,Shymkent-city,2021,97.1,15930.4,129258.8,97973.7,115.9
Qaratau,241604841.0,2454782.0,2454782.0,148371006.0,Shymkent-city,2022,123.5,15697.5,143474.8,119418.4,103.2
Qaratau,292159435.0,498148.0,498148.0,209671045.0,Shymkent-city,2023,124.8,18759.4,174040.0,101257.9,105.0
Qaratau,285798116.0,526361.0,526361.0,178333700.0,Shymkent-city,2024,,,,,
Turan,,,,,Shymkent-city,2014,,,,,
Turan,,,,,Shymkent-city,2015,,,,,
Turan,,,,,Shymkent-city,2016,,,,,
Turan,,,,,Shymkent-city,2017,,,,,
Turan,,,,,Shymkent-city,2018,,,,,110.3
Turan,,,,,Shymkent-city,2019,,,,,102.6
Turan,,,,,Shymkent-city,2020,,,,,105.2
Turan,,,,,Shymkent-city,2021,,,,,115.9
Turan,,,,,Shymkent-city,2022,,,,,103.2
Turan,18849230.0,1139679.0,1139679.0,17308173.0,Shymkent-city,2023,,,45998.0,78109.0,105.0
Turan,45985127.0,661958.0,661958.0,38445429.0,Shymkent-city,2024,,,,,
Arys city,8244208.0,434050.0,434050.0,2270985.0,Turkistan,2014,29053.0,9727.9,6086.0,4313.0,105.4
Arys city,6024011.0,42748.0,42748.0,1601384.0,Turkistan,2015,30638.0,10649.0,7335.3,4574.5,101.8
Arys city,9801380.0,89480.0,89480.0,8758883.0,Turkistan,2016,29573.0,11192.2,7402.6,5372.3,110.3
Arys city,5829919.0,1288.0,1288.0,1849635.0,Turkistan,2017,31137.0,13138.9,8813.0,5810.2,108.6
Arys city,7634123.0,92510.0,92510.0,2754515.0,Turkistan,2018,30188.0,13219.7,4865.0,6453.9,98.6
Arys city,16998133.0,289040.0,202916.0,4058632.0,Turkistan,2019,30671.0,15572.4,3749.0,6978.5,102.7
Arys city,9068918.0,5582576.0,5582576.0,3795370.0,Turkistan,2020,31351.0,19206.8,4731.0,7367.9,105.1
Arys city,8962831.0,285774.0,285774.0,6129503.0,Turkistan,2021,29356.0,19779.8,5985.0,8391.0,106.0
Arys city,13163094.0,2239924.0,2239924.0,7169112.0,Turkistan,2022,30620.0,20951.49,7524.0,9772.8,112.4
Arys city,23050053.0,2992905.0,2992905.0,12941737.0,Turkistan,2023,30544.0,19877.4,10843.0,11213.3,107.2
Arys city,27145423.0,1165127.0,86252.0,11819500.0,Turkistan,2024,,21458.3,10317.0,9893.8,101.5
Baidibek,3963324.0,305626.0,283554.0,2335461.0,Turkistan,2014,25459.0,14919.3,2498.0,2195.7,105.4
Baidibek,4061328.0,156196.0,28242.0,2728568.0,Turkistan,2015,24887.0,14774.9,2337.0,2332.9,101.8
Baidibek,2776857.0,2062760.0,2043320.0,2776857.0,Turkistan,2016,24636.0,15589.6,2567.0,2828.0,110.3
Baidibek,8435992.0,25719328.0,436170.0,1711279.0,Turkistan,2017,22868.0,17785.9,3128.0,3142.8,108.6
Baidibek,5209741.0,24148277.0,13499.0,1391392.0,Turkistan,2018,19964.0,19090.3,2064.0,2493.6,98.6
Baidibek,9636958.0,15192431.0,22485.0,1870957.0,Turkistan,2019,20386.0,21945.7,1825.0,2725.3,102.7
Baidibek,6395929.0,3722405.0,121788.0,2340000.0,Turkistan,2020,22291.0,26903.8,1118.0,2754.9,105.1
Baidibek,4123279.0,10382633.0,3260520.0,1749226.0,Turkistan,2021,22189.0,28254.8,1321.0,4206.5,106.0
Baidibek,9894451.0,11681454.0,7850481.0,4943540.0,Turkistan,2022,18821.0,326069.0,566.0,4896.0,112.4
Baidibek,23974563.0,1254940.0,1037540.0,8512849.0,Turkistan,2023,16972.0,31447.2,997.0,6814.8,107.2
Baidibek,35396609.0,132267.0,132267.0,6213244.0,Turkistan,2024,,36501.7,923.0,8135.1,101.5
Keles,,,,,Turkistan,2014,0.0,,,,105.4
Keles,,,,,Turkistan,2015,0.0,,,,101.8
Keles,,,,,Turkistan,2016,0.0,,,,110.3
Keles,,,,,Turkistan,2017,0.0,,,,108.6
Keles,5635864.0,10426.0,10426.0,1115835.0,Turkistan,2018,54630.0,35310.7,3177.0,4575.2,98.6
Keles,8312503.0,81415.0,81415.0,2577564.0,Turkistan,2019,56714.0,39267.4,4047.0,4872.1,102.7
Keles,12383897.0,180274.0,180274.0,3931908.0,Turkistan,2020,59554.0,48972.9,4076.0,4900.3,105.1
Keles,12254203.0,853519.0,71759.0,3712333.0,Turkistan,2021,59380.0,60538.2,5060.0,7380.2,106.0
Keles,17691704.0,782.0,782.0,10461687.0,Turkistan,2022,54459.0,63621.89,3695.0,10178.2,112.4
Keles,22477808.0,15737.0,15737.0,10891974.0,Turkistan,2023,53181.0,66501.4,5014.0,15124.4,107.2
Keles,46803061.0,1375748.0,66517.0,20895815.0,Turkistan,2024,,69444.0,5392.0,13486.2,101.5
Kentau city,5657478.0,27960.0,27960.0,1858103.0,Turkistan,2014,40075.0,2542.1,21449.8,4622.9,105.4
Kentau city,7419568.0,14096.0,14096.0,2835028.0,Turkistan,2015,37771.0,2740.5,21166.8,4919.9,101.8
Kentau city,7854900.0,14084.0,14084.0,7832185.0,Turkistan,2016,36682.0,2813.5,23827.6,5841.3,110.3
Kentau city,6296375.0,211010.0,9184.0,2062101.0,Turkistan,2017,36539.0,3242.1,26368.0,6718.6,108.6
Kentau city,14206996.0,345007.0,29337.0,5660502.0,Turkistan,2018,84887.0,51336.5,29772.0,8816.8,98.6
Kentau city,24047457.0,445773.0,402087.0,7208588.0,Turkistan,2019,84789.0,60835.5,32797.0,9565.2,102.7
Kentau city,47315153.0,9925834.0,9925834.0,15838119.0,Turkistan,2020,81192.0,7911.0,38373.0,9524.6,105.1
Kentau city,19447233.0,33848018.0,33595458.0,13876157.0,Turkistan,2021,37747.0,10353.4,32811.0,10979.6,106.0
Kentau city,26000238.0,3707235.0,3617482.0,18612259.0,Turkistan,2022,35381.0,10393.91,41188.0,12770.0,112.4
Kentau city,37238137.0,9191951.0,7894349.0,27048249.0,Turkistan,2023,32746.0,11531.2,43747.0,14859.8,107.2
Kentau city,27844088.0,1659416.0,1576687.0,10697514.0,Turkistan,2024,,12350.1,51209.0,13262.0,101.5
Maqtaaral,9958601.0,1848.0,1848.0,2005901.0,Turkistan,2014,123485.0,72649.4,9997.0,8071.1,105.4
Maqtaaral,12063485.0,1591.0,1591.0,3121235.0,Turkistan,2015,122195.0,74952.4,9335.0,8461.8,101.8
Maqtaaral,12560531.0,24835.0,24835.0,11985115.0,Turkistan,2016,116822.0,79917.6,10096.0,10262.5,110.3
Maqtaaral,12784623.0,525935.0,525935.0,4261720.0,Turkistan,2017,119498.0,83126.6,12113.0,11577.1,108.6
Maqtaaral,6440880.0,4721.0,4721.0,1406675.0,Turkistan,2018,51318.0,42373.1,8248.0,4227.1,98.6
Maqtaaral,15575025.0,3363675.0,2856675.0,3252088.0,Turkistan,2019,53062.0,42467.7,10668.0,4471.9,102.7
Maqtaaral,29599770.0,2977390.0,2460224.0,10319184.0,Turkistan,2020,52287.0,48263.4,16719.0,4608.3,105.1
Maqtaaral,19103352.0,2816964.0,2755276.0,8248304.0,Turkistan,2021,52756.0,72623.4,15851.0,5800.1,106.0
Maqtaaral,20407624.0,2079729.0,2079729.0,6661436.0,Turkistan,2022,47721.0,72854.51,13214.0,6727.7,112.4
Maqtaaral,27875588.0,5147268.0,5147268.0,11286995.0,Turkistan,2023,46462.0,68797.8,26540.0,7713.9,107.2
Maqtaaral,38633114.0,7945091.0,7682091.0,10634631.0,Turkistan,2024,,80620.8,20152.0,8067.2,101.5
Ordabasy,13313421.0,1276451.0,1276451.0,2755001.0,Turkistan,2014,54957.0,29688.2,12158.0,3940.5,105.4
Ordabasy,16064043.0,50965.0,50965.0,10778540.0,Turkistan,2015,53803.0,28898.6,11858.0,4183.4,101.8
Ordabasy,12185234.0,43189.0,43189.0,9924310.0,Turkistan,2016,50673.0,31998.5,16177.0,5058.5,110.3
Ordabasy,13301102.0,146470.0,146470.0,4576214.0,Turkistan,2017,46912.0,32144.7,13967.0,5648.4,108.6
Ordabasy,13902703.0,959574.0,959574.0,3946415.0,Turkistan,2018,49062.0,35356.4,18020.0,6007.8,98.6
Ordabasy,18636134.0,581124.0,581124.0,6289275.0,Turkistan,2019,47216.0,42624.6,20955.0,6352.3,102.7
Ordabasy,17252946.0,191894.0,191894.0,8316992.0,Turkistan,2020,46800.0,52553.8,22853.0,6485.2,105.1
Ordabasy,23110149.0,46694.0,46694.0,7186089.0,Turkistan,2021,45584.0,65393.5,27749.0,7826.8,106.0
Ordabasy,33942102.0,57135.0,57135.0,11758028.0,Turkistan,2022,47459.0,61730.49,30500.0,9074.6,112.4
Ordabasy,35266050.0,1525446.0,1525446.0,17527357.0,Turkistan,2023,48721.0,61889.4,34579.0,10427.2,107.2
Ordabasy,45378774.0,62409.0,62409.0,20154499.0,Turkistan,2024,,71172.8,45273.0,14229.2,101.5
Otyrar,9832731.0,1875807.0,1875807.0,485125.0,Turkistan,2014,26287.0,10754.4,15623.0,1986.0,105.4
Otyrar,10333683.0,2197725.0,62806.0,1772919.0,Turkistan,2015,25285.0,12359.9,14409.0,2036.9,101.8
Otyrar,11095434.0,2337328.0,24025.0,9049776.0,Turkistan,2016,25355.0,13339.2,15014.0,2345.7,110.3
Otyrar,8209170.0,5689694.0,240601.0,4549701.0,Turkistan,2017,25104.0,15384.4,15027.0,2834.9,108.6
Otyrar,9996119.0,4626876.0,566.0,4575272.0,Turkistan,2018,24789.0,19215.2,12791.0,3370.8,98.6
Otyrar,11080952.0,3821755.0,71230.0,2546861.0,Turkistan,2019,24326.0,22102.9,13529.0,3767.7,102.7
Otyrar,9335386.0,1696062.0,43779.0,1936344.0,Turkistan,2020,23827.0,27208.1,12072.0,3784.0,105.1
Otyrar,10910690.0,6129585.0,4133327.0,3425630.0,Turkistan,2021,23144.0,32620.0,14873.0,4119.3,106.0
Otyrar,18302306.0,6645891.0,3023180.0,4652705.0,Turkistan,2022,20485.0,351959.0,18220.0,4773.4,112.4
Otyrar,15528238.0,20971561.0,16550365.0,3192131.0,Turkistan,2023,22392.0,35125.1,20290.0,5450.5,107.2
Otyrar,37933694.0,3491042.0,0.0,16908529.0,Turkistan,2024,,37382.6,29173.0,3954.4,101.5
Qazygurt,7029188.0,5775863.0,5775863.0,1815216.0,Turkistan,2014,46297.0,28102.4,5632.0,4907.5,105.4
Qazygurt,11318366.0,69394.0,69394.0,4884335.0,Turkistan,2015,46333.0,28145.0,4762.0,5229.8,101.8
Qazygurt,15141865.0,112061.0,112061.0,13692908.0,Turkistan,2016,46648.0,30546.3,5919.0,6331.8,110.3
Qazygurt,17053355.0,25051.0,25051.0,10454103.0,Turkistan,2017,46588.0,32759.9,7254.0,6284.7,108.6
Qazygurt,17797320.0,981573.0,535923.0,10338570.0,Turkistan,2018,46458.0,36179.7,6850.0,4850.3,98.6
Qazygurt,19634192.0,216935.0,216935.0,5689519.0,Turkistan,2019,44900.0,39579.8,6611.0,5132.6,102.7
Qazygurt,15076116.0,253285.0,253285.0,6924319.0,Turkistan,2020,41384.0,49936.8,9424.0,4998.4,105.1
Qazygurt,18223029.0,184858.0,184858.0,7612147.0,Turkistan,2021,42983.0,58224.5,12601.0,6199.1,106.0
Qazygurt,22912859.0,153349.0,153349.0,14352804.0,Turkistan,2022,43214.0,57895.69,11886.0,7322.1,112.4
Qazygurt,34285673.0,0.0,0.0,19287216.0,Turkistan,2023,45095.0,59595.9,12653.0,8348.8,107.2
Qazygurt,43506108.0,0.0,0.0,22996258.0,Turkistan,2024,,71981.1,15412.0,17502.5,101.5
Sairam,24007027.0,26348546.0,26348546.0,17273260.0,Turkistan,2014,141189.0,48666.6,22348.0,18348.5,105.4
Sairam,10771228.0,6204274.0,6204274.0,5599197.0,Turkistan,2015,65505.0,44625.8,18257.0,19472.0,101.8
Sairam,17275927.0,174286.0,174286.0,16076822.0,Turkistan,2016,71276.0,51476.8,28955.0,24027.3,110.3
Sairam,20831394.0,5977.0,5977.0,4882226.0,Turkistan,2017,77114.0,54258.9,37919.0,24285.1,108.6
Sairam,20076081.0,444295.0,444295.0,5974447.0,Turkistan,2018,77593.0,63903.6,27910.0,26688.3,98.6
Sairam,36895627.0,1949512.0,60268.0,19216669.0,Turkistan,2019,80576.0,74106.8,27752.0,33664.0,102.7
Sairam,29490110.0,1370961.0,791592.0,16117660.0,Turkistan,2020,82461.0,87041.3,33882.0,33494.2,105.1
Sairam,27454230.0,211081.0,211081.0,16151736.0,Turkistan,2021,80494.0,107253.9,38085.0,37623.2,106.0
Sairam,39540105.0,3034.0,3034.0,26830164.0,Turkistan,2022,88480.0,104797.69,55043.0,49667.2,112.4
Sairam,52424521.0,43703.0,0.0,35328568.0,Turkistan,2023,90274.0,116787.4,53501.0,58542.3,107.2
Sairam,69212861.0,2438246.0,21500.0,53117687.0,Turkistan,2024,,145145.3,58385.0,49277.7,101.5
Saryagash,20866500.0,7215988.0,7215988.0,9020514.0,Turkistan,2014,131096.0,73297.2,21993.0,16580.5,105.4
Saryagash,14156238.0,1518952.0,1518952.0,3387565.0,Turkistan,2015,132432.0,69089.2,22858.0,17642.1,101.8
Saryagash,22287787.0,143524.0,143524.0,22031352.0,Turkistan,2016,134796.0,91787.2,27873.0,21130.2,110.3
Saryagash,27305090.0,3530497.0,3308778.0,7461983.0,Turkistan,2017,129433.0,86547.2,27223.0,24016.3,108.6
Saryagash,19579769.0,1551917.0,1551917.0,8875394.0,Turkistan,2018,73394.0,58652.6,22659.0,27221.2,98.6
Saryagash,38227943.0,379544.0,379544.0,14145189.0,Turkistan,2019,76799.0,70303.1,28015.0,29032.5,102.7
Saryagash,20765310.0,1097023.0,1097023.0,6442718.0,Turkistan,2020,70134.0,92768.6,25988.0,30534.8,105.1
Saryagash,16353804.0,284114.0,284114.0,7237199.0,Turkistan,2021,70952.0,104867.0,25585.0,34656.1,106.0
Saryagash,22330906.0,4494007.0,4494007.0,9112460.0,Turkistan,2022,78206.0,100525.81,30100.0,45089.8,112.4
Saryagash,32257900.0,2953317.0,2953317.0,11361357.0,Turkistan,2023,79758.0,123654.6,26508.0,54452.8,107.2
Saryagash,68922401.0,5178523.0,5178523.0,23980193.0,Turkistan,2024,,133559.8,27855.0,71962.3,101.5
Sauran,,,,,Turkistan,2014,0.0,,,,105.4
Sauran,,,,,Turkistan,2015,0.0,,,,101.8
Sauran,,,,,Turkistan,2016,0.0,,,,110.3
Sauran,,,,,Turkistan,2017,0.0,,,,108.6
Sauran,,,,,Turkistan,2018,0.0,,,,98.6
Sauran,,,,,Turkistan,2019,0.0,,,,102.7
Sauran,,,,,Turkistan,2020,0.0,65567.3,,,105.1
Sauran,10736025.0,1755566.0,1755566.0,4444211.0,Turkistan,2021,43041.0,82487.4,9047.0,1044.4,106.0
Sauran,25459916.0,525792.0,525792.0,11990569.0,Turkistan,2022,41180.0,79479.59,7633.0,1220.6,112.4
Sauran,29510187.0,333455.0,333455.0,10425527.0,Turkistan,2023,37929.0,86259.8,12386.0,1596.9,107.2
Sauran,66182097.0,194677.0,194677.0,21030365.0,Turkistan,2024,,89015.3,15816.0,4249.6,101.5
Shardara,4672129.0,12544997.0,12544997.0,904866.0,Turkistan,2014,36347.0,16707.9,6119.0,7001.8,105.4
Shardara,5486861.0,14692635.0,14692635.0,1305370.0,Turkistan,2015,34245.0,21144.9,7009.0,7232.6,101.8
Shardara,7026873.0,20753103.0,20753103.0,6625191.0,Turkistan,2016,34261.0,21770.4,7252.0,7979.2,110.3
Shardara,9087365.0,18152079.0,18152079.0,4150189.0,Turkistan,2017,33709.0,25260.5,7500.0,7997.1,108.6
Shardara,19990394.0,7045459.0,7038894.0,16142077.0,Turkistan,2018,31073.0,29781.6,6533.0,5735.0,98.6
Shardara,13964596.0,4591855.0,4586355.0,5977736.0,Turkistan,2019,30144.0,32784.0,7686.0,6067.8,102.7
Shardara,30549409.0,1578708.0,1568065.0,18023640.0,Turkistan,2020,30159.0,36339.7,12395.0,5994.4,105.1
Shardara,26604933.0,3124657.0,3122322.0,16651286.0,Turkistan,2021,28825.0,53857.0,12177.0,6520.6,106.0
Shardara,32239303.0,3257081.0,3257081.0,18816524.0,Turkistan,2022,31697.0,615089.0,17569.0,7622.9,112.4
Shardara,23676681.0,2602103.0,2602103.0,11675264.0,Turkistan,2023,31825.0,55265.1,22386.0,8604.2,107.2
Shardara,36000875.0,6146158.0,6146158.0,11193037.0,Turkistan,2024,,60777.6,21626.0,6437.8,101.5
Shymkent city,154790266.0,17861645.0,17289353.0,95983918.0,Turkistan,2014,286313.0,16590.8,244268.6,241549.4,105.4
Shymkent city,185467238.0,15869515.0,15726875.0,135932262.0,Turkistan,2015,351124.0,20755.8,281531.6,227256.3,101.8
Shymkent city,140820152.0,17347235.0,16719680.0,139090675.0,Turkistan,2016,357960.0,22548.6,335761.7,270276.7,110.3
Shymkent city,184572708.0,22160404.0,22156799.0,132682508.0,Turkistan,2017,355780.0,24357.3,247761.546,202281.2,108.6
Shymkent city,,,,,Turkistan,2018,0.0,,,,98.6
Shymkent city,,,,,Turkistan,2019,0.0,,,,102.7
Shymkent city,,,,,Turkistan,2020,0.0,,,,105.1
Shymkent city,,,,,Turkistan,2021,0.0,,,,106.0
Shymkent city,,,,,Turkistan,2022,0.0,,,,112.4
Shymkent city,,,,,Turkistan,2023,0.0,,,,107.2
Shymkent city,,,,,Turkistan,2024,,,,,101.5
Sozaq,33628016.0,9347402.0,62648.0,6902184.0,Turkistan,2014,26234.0,9539.6,186242.0,3338.1,105.4
Sozaq,28780697.0,18982290.0,1431897.0,3687345.0,Turkistan,2015,26243.0,9927.7,219216.0,3440.8,101.8
Sozaq,21078560.0,10960891.0,556887.0,7743793.0,Turkistan,2016,26002.0,9866.8,255018.0,3784.7,110.3
Sozaq,25743873.0,13265146.0,0.0,8284279.0,Turkistan,2017,29466.0,11242.0,194111.0,4451.7,108.6
Sozaq,26101161.0,14778841.0,1795.0,4839982.0,Turkistan,2018,28704.0,12824.3,228868.0,5505.5,98.6
Sozaq,26012893.0,25249109.0,11396757.0,4887208.0,Turkistan,2019,26919.0,13273.4,282474.0,6233.0,102.7
Sozaq,25355360.0,14506836.0,6298732.0,6414007.0,Turkistan,2020,26779.0,14609.1,289499.0,6289.7,105.1
Sozaq,32899221.0,19945419.0,145035.0,6890786.0,Turkistan,2021,25512.0,17884.1,419677.0,7575.8,106.0
Sozaq,38923693.0,22291033.0,264.0,7662870.0,Turkistan,2022,25064.0,17330.59,547457.0,8852.5,112.4
Sozaq,92069819.0,51861015.0,15990.0,10423657.0,Turkistan,2023,24571.0,19002.2,647833.0,10126.8,107.2
Sozaq,165803999.0,74691459.0,1443106.0,13976183.0,Turkistan,2024,,19635.6,749791.0,6939.8,101.5
Tolebi,18382445.0,349976.0,349976.0,6898796.0,Turkistan,2014,58558.0,25845.2,20433.0,8542.9,105.4
Tolebi,10180132.0,58828.0,58828.0,5394616.0,Turkistan,2015,47820.0,26517.6,21624.0,9430.9,101.8
Tolebi,7831526.0,748370.0,748370.0,7150825.0,Turkistan,2016,43631.0,29265.9,21577.0,11126.5,110.3
Tolebi,12421966.0,415015.0,415015.0,4226400.0,Turkistan,2017,48645.0,31660.0,24694.0,11048.5,108.6
Tolebi,11462319.0,536763.0,536763.0,5460066.0,Turkistan,2018,48092.0,35107.4,31740.0,7869.9,98.6
Tolebi,11279661.0,1096777.0,697777.0,5116831.0,Turkistan,2019,48704.0,39055.8,32410.0,8516.3,102.7
Tolebi,13162929.0,487102.0,487102.0,4931105.0,Turkistan,2020,47744.0,48168.9,34825.0,8484.7,105.1
Tolebi,15561282.0,1177288.0,1177288.0,5296596.0,Turkistan,2021,46159.0,57344.7,45448.0,9986.3,106.0
Tolebi,23049611.0,3546.0,3546.0,13688050.0,Turkistan,2022,47179.0,51602.89,40747.0,12569.5,112.4
Tolebi,33797140.0,304806.0,304806.0,19488660.0,Turkistan,2023,47235.0,54169.7,46562.0,14531.2,107.2
Tolebi,43086768.0,155876.0,155876.0,23980570.0,Turkistan,2024,,54869.6,64967.0,23530.8,101.5
Tulkibas,15428960.0,15633586.0,15633586.0,11699905.0,Turkistan,2014,49212.0,24387.1,17410.0,7054.5,105.4
Tulkibas,16222339.0,95572.0,95572.0,12224236.0,Turkistan,2015,48929.0,25300.0,17009.0,7383.1,101.8
Tulkibas,17181109.0,160871.0,160871.0,16522109.0,Turkistan,2016,51272.0,28548.5,17977.0,8923.2,110.3
Tulkibas,18204906.0,1617.0,1617.0,14025849.0,Turkistan,2017,54253.0,31298.8,22031.0,9876.6,108.6
Tulkibas,18647383.0,543755.0,543755.0,8613940.0,Turkistan,2018,53212.0,34624.2,17258.0,10388.6,98.6
Tulkibas,18578331.0,1466009.0,1466009.0,6929552.0,Turkistan,2019,38819.0,38441.3,13539.0,11145.3,102.7
Tulkibas,15239728.0,233861.0,233861.0,5239441.0,Turkistan,2020,43553.0,44818.4,12980.0,11309.3,105.1
Tulkibas,12161372.0,788089.0,787911.0,4712640.0,Turkistan,2021,44641.0,53140.4,13251.0,12358.1,106.0
Tulkibas,18453089.0,113275.0,113275.0,10102005.0,Turkistan,2022,40671.0,48801.59,15678.0,14320.6,112.4
Tulkibas,21164175.0,1521029.0,1521029.0,16253277.0,Turkistan,2023,40660.0,51045.2,16993.0,16499.0,107.2
Tulkibas,32669962.0,1728262.0,1728262.0,18934008.0,Turkistan,2024,,52766.2,18191.0,10920.7,101.5
Turkistan city,19779288.0,831526.0,831526.0,8989299.0,Turkistan,2014,88671.0,36269.1,11745.6,18770.9,105.4
Turkistan city,19070007.0,188421.0,188421.0,9272937.0,Turkistan,2015,84851.0,37013.1,11701.7,19910.4,101.8
Turkistan city,20359843.0,319548.0,315798.0,19067029.0,Turkistan,2016,97657.0,39738.2,13634.0,24469.6,110.3
Turkistan city,17355303.0,4760949.0,4760949.0,8603940.0,Turkistan,2017,77836.0,43086.2,12870.0,27731.4,108.6
Turkistan city,25820755.0,2492467.0,2492467.0,17042265.0,Turkistan,2018,50400.0,5503.4,9757.0,37404.9,98.6
Turkistan city,99178308.0,2830808.0,2830808.0,30780395.0,Turkistan,2019,58295.0,2923.9,11289.0,41567.5,102.7
Turkistan city,298968372.0,68592216.0,68592216.0,119278706.0,Turkistan,2020,59632.0,6903.0,16451.0,43463.9,105.1
Turkistan city,283967602.0,7465970.0,7465970.0,145936099.0,Turkistan,2021,61751.0,7954.0,20045.0,55734.2,106.0
Turkistan city,298413557.0,6488827.0,6488827.0,129604584.0,Turkistan,2022,74229.0,7707.71,22284.0,66398.3,112.4
Turkistan city,304491831.0,19056853.0,19056853.0,157021279.0,Turkistan,2023,79424.0,9010.5,29340.0,79469.4,107.2
Turkistan city,394295238.0,5953140.0,5203140.0,253617684.0,Turkistan,2024,,10678.4,34794.0,92310.9,101.5
Zhetysay,,,,,Turkistan,2014,0.0,,,,105.4
Zhetysay,,,,,Turkistan,2015,0.0,,,,101.8
Zhetysay,,,,,Turkistan,2016,0.0,,,,110.3
Zhetysay,,,,,Turkistan,2017,0.0,,,,108.6
Zhetysay,7009297.0,3052.0,3052.0,2341932.0,Turkistan,2018,65238.0,56228.0,8131.0,15952.9,98.6
Zhetysay,11599281.0,0.0,0.0,2678644.0,Turkistan,2019,62019.0,58722.1,7608.0,17910.0,102.7
Zhetysay,10944444.0,7826.0,7826.0,2915803.0,Turkistan,2020,60216.0,66707.7,7797.0,18344.4,105.1
Zhetysay,28687170.0,392968.0,92968.0,23088271.0,Turkistan,2021,63109.0,98466.8,8236.0,21453.3,106.0
Zhetysay,14907457.0,146485.0,146485.0,2314467.0,Turkistan,2022,67301.0,99198.79,18394.0,25164.7,112.4
Zhetysay,19942162.0,3100.0,3100.0,3619627.0,Turkistan,2023,72809.0,93656.7,18297.0,29770.7,107.2
Zhetysay,39409037.0,4344866.0,4344866.0,7252512.0,Turkistan,2024,,107915.5,18490.0,28360.6,101.5
Aqzhaiyq,2057680.0,123909.0,,,West-Kazakhstan,2014,22.726,11421.2,1616.4,5083.5,90.8
